Id,Eccentricity,Closeness Centrality,Betweenness Centrality,Clustering Coefficient
233,4.0,2.25,30.0,0.0
234,13.0,8.333333333333334,46.0,0.0
235,1.0,1.0,8.0,0.0
236,9.0,4.4393939393939394,170.33333333333331,0.033333335
237,11.0,5.709677419354839,73.0,0.0
238,6.0,3.933333333333333,51.0,0.0
239,7.0,4.806451612903226,24.0,0.0
240,22.0,15.50943396226415,90.0,0.0
241,10.0,6.857142857142857,66.0,0.0
242,18.0,5.745,208.00555555555556,0.002016129
243,19.0,10.1,164.8095238095238,0.020833334
244,6.0,3.7222222222222223,4.666666666666666,0.0
245,8.0,3.8292682926829267,65.66666666666667,0.0
246,1.0,1.0,7.0,0.0
247,7.0,3.85,60.0,0.0
248,6.0,3.5277777777777777,16.0,0.0
249,4.0,2.3076923076923075,502.5,0.06666667
250,7.0,3.9714285714285715,6.0,0.0
251,0.0,0.0,0.0,0.0
252,1.0,1.0,12.0,0.0
253,1.0,1.0,4.0,0.0
254,3.0,2.7083333333333335,72.0,0.0
255,0.0,0.0,0.0,0.0
256,8.0,3.6825396825396823,67.59285714285714,0.007575758
257,1.0,1.0,3.0,0.0
258,10.0,5.769230769230769,29.0,0.0
259,6.0,3.0,51.5,0.0
260,11.0,5.236641221374046,108.0,0.0
261,7.0,4.457894736842105,251.5861111111111,0.018181818
262,0.0,0.0,0.0,0.0
263,3.0,2.8444444444444446,90.0,0.0
264,7.0,3.6413502109704643,146.31230158730156,0.002631579
265,11.0,6.170731707317073,23.0,0.0
266,12.0,8.475,491.0,0.0
267,8.0,5.67741935483871,365.0,0.0
268,11.0,7.868421052631579,501.0,0.0
269,8.0,5.3,186.0,0.0
270,7.0,4.666666666666667,558.0,0.0
271,7.0,4.526315789473684,193.0,0.0
272,9.0,6.222222222222222,543.0,0.0
273,5.0,2.75,46.0,0.0
274,5.0,3.259259259259259,390.0,0.0
275,4.0,1.9090909090909092,52.0,0.0
276,0.0,0.0,0.0,0.0
277,2.0,1.2,63.0,0.0
278,5.0,2.923076923076923,128.0,0.0
279,6.0,3.375,142.0,0.0
280,7.0,4.176470588235294,134.0,0.0
281,4.0,2.272727272727273,119.0,0.0
282,3.0,1.75,94.0,0.0
283,4.0,2.0,59.0,0.0
284,5.0,3.103448275862069,540.0,0.0
285,13.0,8.883720930232558,490.0,0.0
286,10.0,6.291666666666667,186.0,0.0
287,10.0,7.054054054054054,523.0,0.0
288,6.0,4.142857142857143,379.0,0.0
289,8.0,5.529411764705882,543.0,0.0
290,6.0,2.9411764705882355,52.0,0.0
291,6.0,3.7222222222222223,198.0,0.0
292,7.0,5.0,366.0,0.0
293,3.0,2.0,14.0,0.0
294,9.0,6.0476190476190474,177.0,0.0
295,2.0,1.5,11.0,0.0
296,6.0,3.903225806451613,551.0,0.0
297,2.0,1.3333333333333333,14.0,0.0
298,1.0,1.0,6.0,0.0
299,3.0,1.6666666666666667,71.0,0.0
300,2.0,1.3333333333333333,39.0,0.0
301,1.0,1.0,12.0,0.0
302,0.0,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0
304,0.0,0.0,0.0,0.0
305,0.0,0.0,0.0,0.0
306,0.0,0.0,0.0,0.0
307,0.0,0.0,0.0,0.0
308,0.0,0.0,0.0,0.0
309,0.0,0.0,0.0,0.0
310,18.0,7.589211618257261,1090.7333333333333,0.1
311,0.0,0.0,0.0,0.0
312,0.0,0.0,0.0,0.0
313,0.0,0.0,0.0,0.0
314,0.0,0.0,0.0,0.0
315,0.0,0.0,0.0,0.0
316,0.0,0.0,0.0,0.0
317,0.0,0.0,0.0,0.0
318,0.0,0.0,0.0,0.0
319,0.0,0.0,0.0,0.0
320,0.0,0.0,0.0,0.0
321,0.0,0.0,0.0,0.0
322,0.0,0.0,0.0,0.0
323,0.0,0.0,0.0,0.0
324,0.0,0.0,0.0,0.0
325,0.0,0.0,0.0,0.0
326,0.0,0.0,0.0,0.0
327,0.0,0.0,0.0,0.0
328,0.0,0.0,0.0,0.0
329,0.0,0.0,0.0,0.0
330,0.0,0.0,0.0,0.0
331,0.0,0.0,0.0,0.0
332,0.0,0.0,0.0,0.0
333,0.0,0.0,0.0,0.0
334,0.0,0.0,0.0,0.0
335,0.0,0.0,0.0,0.0
336,0.0,0.0,0.0,0.0
337,0.0,0.0,0.0,0.0
338,0.0,0.0,0.0,0.0
339,0.0,0.0,0.0,0.0
340,0.0,0.0,0.0,0.0
341,15.0,9.648148148148149,518.0,0.0
342,17.0,12.093023255813954,636.0,0.0
343,15.0,9.105263157894736,76.0,0.0
344,25.0,17.056603773584907,372.0,0.0
345,10.0,6.285714285714286,126.0,0.0
346,8.0,5.666666666666667,852.0,0.0
347,11.0,6.866666666666666,120.0,0.0
348,9.0,5.6923076923076925,130.0,0.0
349,8.0,5.25,594.0,0.0
350,29.0,18.60655737704918,192.0,0.0
351,13.0,9.093023255813954,181.0,0.0
352,16.0,11.357142857142858,662.0,0.0
353,14.0,8.555555555555555,90.0,0.0
354,5.0,3.75,112.0,0.0
355,16.0,9.65,60.0,0.0
356,0.0,0.0,0.0,0.0
357,0.0,0.0,0.0,0.0
358,5.0,3.0,55.0,0.0
359,8.0,5.612903225806452,754.0,0.0
360,12.0,8.45945945945946,0.0,0.0
361,15.0,10.609756097560975,686.0,0.0
362,13.0,9.076923076923077,728.0,0.0
363,12.0,7.4375,112.0,0.0
364,14.0,9.886363636363637,161.0,0.0
365,8.0,5.03125,382.0,0.0
